x,y,color
611.8120747995174,303.27365191240636,1
640.3125290136545,256.99755730588544,1
631.1899804646727,223.0824998321786,1
671.3976171405724,254.24535635407733,1
654.7083875713153,262.8986340153234,1
648.0170359343653,270.2074685382828,1
611.353557236852,285.2484662538103,1
662.2342819606797,214.45344882509207,1
671.0233890612949,270.5636792328354,1
616.4623217747167,214.6918626766421,1
612.3858913267783,250.90362937010536,1
620.7756793922646,213.14168885589908,1
620.0243802594462,266.0989503540589,1
618.0101402834473,288.41632580373175,1
598.6130723157138,204.05528417332818,1
676.3423103896235,203.86694385442692,1
662.0159240810117,267.5192592501471,1
599.0482737556268,230.85287625104203,1
607.69383645784,239.4609932656498,1
672.1114381604593,244.75098073047036,1
604.8247072144698,215.52350203477286,1
688.82876779199,226.32207137703966,1
600.6425043891344,291.42505594753436,1
607.9604299297902,211.81035693881446,1
681.1611189021006,286.9054520492973,1
669.4491735359184,218.712537666238,1
621.8885035091009,251.8282469045301,1
669.7688570778033,263.0380760114701,1
631.8402798104311,277.8720342599668,1
624.5118210366454,251.9016386874149,1
675.712514293775,312.03829768161626,1
605.0272157981141,288.0082161142859,1
653.9482508059693,288.12137875323526,1
585.6600698692648,283.6636344110051,1
580.0806961101391,295.6945229103775,1
568.2878733288446,230.09370660032906,1
586.8720190548579,313.90525152206976,1
624.9774151175478,395.7559439235476,2
612.1353903839081,400.5265047725495,2
664.4501541692719,403.6348547151143,2
625.753279439926,437.6043530472099,2
589.2305082331414,393.5522980438438,2
612.7376317151175,392.42949854036004,2
685.2654677266001,441.465061081051,2
594.67244570516,425.92074906866094,2
609.753633696482,350.6562943956095,2
655.5870025276358,429.1683719238704,2
593.0340592412231,413.86597619991693,2
668.9285816816993,427.40585402540216,2
614.1002346611076,435.2405114271223,2
642.4361490392591,405.6669337902537,2
644.1101878886703,445.41419671275077,2
663.5111359857488,426.71762428672577,2
634.4717411673704,414.3658884557506,2
618.745944636705,394.15786994415964,2
614.9027970883477,381.06123215100945,2
635.4577924732847,369.8457483706903,2
593.5047463259419,352.23417527378336,2
621.5628822314493,354.26464402055683,2
626.3136201880629,363.8104140015932,2
619.494957434498,394.8115002157083,2
635.5820979658037,355.2291639274118,2
649.808207769645,362.2641147105168,2
679.674729803626,425.54288584745126,2
643.9089098029692,368.96898928149875,2
674.6963373434797,396.9430520760921,2
672.1227153597343,423.14431798206425,2
637.7910428322131,385.4634124142134,2
667.8504112035002,417.2283933807014,2
656.2829371875441,406.07078120157155,2
613.0657720835603,446.8839859524076,2
674.8046434508007,361.0980949393348,2
665.3108915971216,363.7175930580554,2
622.0864673187401,431.0695182230171,2
638.1309419311417,383.9787301628484,2
618.8819346146829,408.0217502141687,2
599.6278074544109,439.9587322167656,2
627.8644531394006,414.69822973825234,2
687.6549617277889,431.8549694194094,2
630.6236052302947,388.0421678580153,2
602.9923325119167,414.326853767341,2
664.750053953247,361.54693524392593,2
615.5255474253172,377.39248610983157,2
617.7810311792862,370.92756353071474,2
608.7151347525761,376.00830801644116,2
640.0094555155464,445.52402888085044,2
600.1056462012756,372.8532046942012,2
667.8456988977241,372.72191800864107,2
638.0439310240919,443.03525891683296,2
615.8943048114617,386.0394189777089,2
626.4576217560851,448.0060758571433,2
587.5278039048235,368.84449370594666,2
626.6693265504987,400.13284474354725,2
649.4972086926049,400.2612190092421,2
591.4878022260255,360.5529365179551,2
677.3134227582592,377.9707502322117,2
660.6639669093757,355.5466301173394,2
647.168116285918,447.3491491677272,2
613.7077277299196,386.64786395658234,2
605.7573577909433,415.2349417125688,2
675.9423504418758,405.33748263086335,2
672.2952516556094,403.5550165154358,2
663.6839111349624,385.01987421956886,2
616.0847979803478,396.7239191307982,2
609.4937713635856,389.0732221208338,2
608.3298722787578,417.1470583546042,2
619.9067432903701,423.42977442621077,2
698.5410826464473,424.8934822418643,2
685.1485011931014,365.4598100753972,2
681.374099848844,421.66794444084496,2
642.2258314895573,353.81923216859593,2
680.0783371771469,367.6549600655017,2
666.9636767015023,386.1512443716271,2
614.9575215452987,372.5394922907661,2
685.3063097707962,367.8187043543144,2
604.1558155588616,428.7868139578644,2
692.6954998950254,355.1871191272936,2
603.8691864874535,395.7181645678493,2
609.2940967373265,400.6701039451122,2
641.3771886415162,425.8868458345963,2
674.7636824980406,380.27097454857636,2
648.2989179539843,380.4559210473953,2
609.6233040774247,380.38186378437683,2
667.6012648651937,467.2456175977924,2
601.7001861389294,435.6668125418098,2
685.8660334462098,403.7639244103388,2
618.9568663310881,416.08067699245066,2
651.7556829348711,389.6178564324466,2
638.6051825236976,389.3939884333433,2
597.7915589158728,389.87285029556864,2
658.8931289006201,405.1687223585386,2
669.092838946352,427.5941849637919,2
608.6352895301047,389.1964262946909,2
594.6998742929745,472.0393039381411,2
658.40167471536,469.2329126548925,2
631.4257131307913,412.62301141238265,2
687.6678857901837,326.53235835592585,2
617.2246352532707,304.8524914858867,2
498.85484718216145,458.911881924506,2
524.7050788789751,390.1775222290992,2
520.565977344638,444.1171162896361,2
641.3161045984783,365.24268932682355,1
683.9908382272752,359.9565757703096,1
638.9164712517987,323.5690964815621,1
542.00590149796,347.5270702974075,0
611.9646116036376,377.25497790508456,0
520.6541677341648,455.99645315560747,0
594.4793141866894,392.9014547086915,0
